능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
0803021106,스마트토이 개발,스마트토이(Smart Toy) 개발이란 인공지능이나 사물인터넷(IoT) 같은 차세대 정보통신기술(ICT)이 융합된 완구콘텐츠를 기획하고 모델링 하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,완구콘텐츠제작,"AR, VR에 대한 전반적인 지식 | ICT 기술에 대한 동향 파악과 전반적인 이해와 지식 | ICT 기술에 대한 전반적인 지식","AR,VR 개발을 위한 컨포넌트 단위 구현 기술 | ICT 동향을 이해 할 수 있는 능력 | ICT를 적용할 수 있는 기술",ICT 기술 및 저작 도구에 대하여 적극적으로 배우고 활용하고자 하는적극성 | ICT관련 분야의 업체나 인적구성원과 적극적 교류를 하고자하는적극적인 태도 | 기술 및 제품 동향에 관한 각종 정보 수집에 대한 적극적인 태도,인공지능
2001060504,지능형영상정보처리 알고리즘 설계,"지능형영상정보처리 알고리즘 설계란 알고리즘의 구조를 설계하고, 이에 따라 자동으로 식별할 객체나 행위 등 개발할 알고리즘의 기능을 설정하는 능력이다.",정보통신,정보기술,정보보호,영상정보처리,,,,인공지능
0702020225,진학 및 취업지원,"진학 및 취업지원은 학업중단청소년 중 사회진출에 대한 욕구를 가진 청소년에게 취업 활동 목표 수립 후 취업 관련 지원서비스를 제공하고, 진학에 대한 욕구를 가진 청소년에게는 진학 활동 목표 수립 후 진학관련 지원서비스를 제공하는 일체의 능력이다.",사회복지·종교,상담,청소년지도,청소년상담복지,,,,인공지능
2001070502,인공지능서비스 상위설계,인공지능서비스 상위설계란 구현요건분석 결과에 따라 인공지능서비스에필요한 구성요소를 분석하여 인공지능서비스 아키텍처 및 애플리케이션을설계하는 능력이다.,정보통신,정보기술,인공지능,인공지능서비스구현,"사용자 인터페이스, 시스템 인터페이스 구성 지식 | 인공지능 모델 관련 지식 | 인공지능 알고리즘 관련 지식","데이터 가공, 변환, 연동, 저장 능력 | 사용자 인터페이스, 시스템 인터페이스 활용 능력 | 인공지능 모델 설계 능력",관련기술 동향 및 신기술 이해를 위한 지속적인 노력 | 관련기술 동향 및 신기술 이해를 위한 지속적인 노력 | 문제 개선을 위한 적극적인 자세,인공지능
0502030201,스마트재난관리기획,"스마트재난관리기획이란 최신 스마트기술(ICBMA)을 활용하여, 재난을 효율적으로 관리하기 위해 업무범위, 환경분석, 시스템, 전략을 기획하는 능력이다.",법률·경찰·소방·교도·국방,소방방재,스마트재난관리,스마트재난관리설계,경제성 및 타당성 평가 | 국가재난관리시스템(NDMS) 이해 | 스마트기술(ICBMA) 이론 및 동향,SWOT 분석 능력 | SWOT 분석 능력 | 경제 및 타당성 분석 및 활용 능력,경험적 지식 활용 | 경험적 지식 활용 | 경험적 지식 활용,인공지능
1901130102,부하(負荷)설비 스마트 유지보수 운영,부하설비 스마트 유지보수 운영이란 설비의 운전 상태를 각종 스마트센서에서 수집된 데이터를 기반으로 설비의 상태를 확인하여 효율적이고 안정적으로 관리할 수 있는 능력이다.,전기·전자,전기,미래형전기시스템,스마트유지보수운영,모니터링 시스템에 대한 지식 | 부하설비 고장 유형에 대한 지식 | 부하설비에 대한 지식,모니터링 시스템 활용 기술 | 모니터링 시스템 활용 기술 | 부하설비 구성도·계통도 검토 기술,기술기준을 준수하려는 노력 | 사양의 기준값과 실 데이터를 비교 분석하려는 적극적인 자세 | 성실하게 문서를 작성하려는 자세,인공지능
2001070307,인공지능 모델 선정,"인공지능 모델 선정이란 인공지능 최적화를 위하여 평가기준을 결정하고,모델 선정 기준을 결정한 뒤, 이해당사자의 피드백을 고려하여 최적의 모델을 선정하는 능력이다.",정보통신,정보기술,인공지능,인공지능모델링,공통적인 인공지능 모델 평가 지침 | 글로벌 선도 기업의 유사 인공지능 서비스 모델 지표 트랜드 | 다양한 인공지능 서비스 모델,What-if 시뮬레이션 활용 능력 | 모델 최적화 능력 | 복수 지표 정량화를 통한 단일 지표화 처리 기술,모델들에 대해 다양한 관점에서 최적화 후 비교하려는 자세 | 상세한 명세화로 참조할 대상을 배려하려는 노력 | 선정된 모델에 대해 성능 향상을 지속적으로 실시하려는 노력,인공지능
1903010205,응용소프트웨어 미들웨어 개발,"응용소프트웨어 미들웨어 개발이란 두 개 이상의 시스템 또는 프로그램을중재 연동하기 위하여 미들웨어의 기능을 분석 후 미들웨어, 보안모듈을개발하는 능력이다.",전기·전자,전자기기개발,가전기기개발,가전기기응용소프트웨어개발,"가전기기 하드웨어, 운영체제 | 미들웨어에 대한 지식 | 미들웨어에 대한 지식",미들웨어 적합성 평가 능력 | 시스템소프트웨어 개발 능력 | 시스템소프트웨어 개발 능력,고객의 요청을 적극적으로 수용하려는 태도 | 문제 해결에 대한 적극적인 태도 | 서로 다른 시스템의 개발 환경을 이해하려는 태도,인공지능
1903080318,작업지능 소프트웨어 개발,"작업지능 소프트웨어 개발이란 로봇 작업 수행을 위하여 작업 요구사항을파악하고 설계, 구현할 수 있는 능력이다.",전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,로봇 성능에 대한 지식 | 알고리즘에 대한 지식 | 작업에 관련된 지식,로봇 성능 스펙 도출 능력 | 요구사항 파악 능력 | 작업지능 분석 능력,개발자간의 원활한 의사소통 태도 | 개발자간의 원활한 의사소통 태도 | 사용자의 요구를 만족시키려는 태도,인공지능
0702010166,직업상담연구,"직업상담연구란 직업상담에서 필요한 정책, 도구, 기법, 정보 등에 대하여개발하고 실험하고, 평가하고 적용하며, 고용환경에 변화에 따른 신직업,융복합기술 적용, 직업전망 등에 대한 연구를 수행하는 능력이다.",사회복지·종교,상담,직업상담서비스,직업상담,검사도구 개발 방법론 | 고급직업상담심리학 이론 | 고급직업상담심리학 이론,검사결과 분석기술 | 검사도구개발 기획능력 | 고급직업상담심리학 이론,다양한 의견을 수렴하려는 포용적인 자세 | 다양한 의견을 수렴하려는 포용적인 자세 | 다양한 의견을 수렴하려는 포용적인 자세,인공지능
1511020104,데이터 인터페이스 설치,데이터 인터페이스 설치란 데이터 인터페이스 요구 사항을 검토하고 데이터베이스 구조를 파악하여 인터페이스 시스템을 설치하는 능력이다.,기계,스마트공장(smart factory),스마트공장(smart factory)설치,스마트공장(smart factory)시스템설치,SPI(Serial Peripheral Interface) 관련 지식 | SQL(Structured Query Language)에 관한 지식 | SQL(Structured Query Language)에 관한 지식,네트워크 권한 설정 능력 | 네트워크 권한 설정 능력 | 데이터베이스 테이블 설치 능력,기능 기준을 준수하려는 태도 | 데이터 인터페이스 작동 여부를 정확하게 시험하려는 노력 | 데이터 인터페이스를 정확하게 설치하려는 노력,인공지능
2001090106,스마트물류 소프트웨어계획 수립,"스마트물류 소프트웨어계획 수립이란 스마트물류체계 추진계획에 따라 스마트물류 소프트웨어를 효과적·효율적으로 도입, 운영, 유지보수하는데필요한 세부 계획을 수립하는 능력이다.",정보통신,정보기술,스마트물류,스마트물류체계기획,IT 보안 솔루션 구조 | IT서비스 관리 프레임워크(ITIL : information technology infrastructurelibrary) | IT서비스 관리 프레임워크(ITIL : information technology infrastructurelibrary),IT 보안 소프트웨어 운용능력 | 소프트웨어 로그 관리능력 | 소프트웨어 문제점 파악능력,보안 위험을 적극적으로 탐색하여 해결하려는 의지 | 소프트웨어 특성을 이해하고 상세히 파악하려는 자세 | 수요자 관점으로 업무를 바라보는 태도,인공지능
2001070303,인공지능 데이터 확보,"인공지능 데이터 확보란 인공지능 모델에 필요한 데이터 수집 방안을 계획하고, 계획된 방안대로 데이터를 수집하고 증강하는 능력이다.",정보통신,정보기술,인공지능,인공지능모델링,데이터 수집 방법 | 생성(Generative) AI 활용 방법론 | 인공지능 FATE 가이드북,"IoT 기술(Sensor, Actuator) | IoT 기술(Sensor, Actuator) | 기계번역 기술",내∙외부 데이터 수집 항목을 정확하게 식별하려는 노력 | 데이터 수집 항목을 정확하게 식별하는 노력 | 데이터 수집에 관한 문제해결을 위한 긍정적 노력,인공지능
1903080309,로봇 콘텐츠 소프트웨어 개발,로봇 콘텐츠 소프트웨어 개발이란 로봇 동작과 디지털 멀티미디어 콘텐츠가 연동되도록 로봇 콘텐츠를 설계하고 개발하는 능력이다.,전기·전자,전자기기개발,로봇개발,로봇소프트웨어개발,다양한 프로그래밍 언어에 대한 지식 | 다양한 프로그래밍 언어에 대한 지식 | 디지털콘텐츠 편집 및 실행에 대한 기초적인 지식,"다양한 프로그래밍 코딩 기술 | 로봇 API 라이브러리, SDK를 응용 어플리케이션에 이용하는 기술 | 로봇 모션 제어 기술",기능검증 절차서에 따라서 시험 검증하려는 적극적인 태도 | 로봇 콘텐츠 설계서를 준수하려는 적극적인 태도 | 사용자 시나리오를 적극적으로 수용하려는 태도,인공지능
0203020111,재무제표작성,"재무제표작성이란 재무상태를 파악하기 위하여 재무상태표일 현재의 자산, 부채, 자본을 측정·평가하고 회계기간의 수익, 비용을 확정하여 재무성과를 파악함과 동시에 각 계정을 정리하여 장부를 마감하고 재무제표를 작성하는 능력이다.",경영·회계·사무,재무·회계,회계,회계·감사,,,,인공지능
2001090107,스마트물류 데이터관리계획 수립,"스마트물류 데이터관리계획 수립이란 물류체계 개선을 위해 데이터를 효과적·효율적으로 수집, 분석하는데 필요한 세부 계획을 수립하는 능력이다.",정보통신,정보기술,스마트물류,스마트물류체계기획,데이터 검증 절차 | 데이터 마이닝 방법 | 데이터 변환·적재 방법,데이터 변환·적재능력 | 데이터 변환능력 | 데이터 보호를 위한 암호화 및 접근 제어능력,객관적 입장에서 데이터의 품질을 검증하려는 자세 | 다양한 형태의 비정형 데이터를 처리하기 위한 노력 | 데이터 분석 관리 영역을 고려하기 위한 노력,인공지능
2001070101,인공지능 플랫폼 구축 계획,인공지능 플랫폼 구축 계획이란 인공지능 플랫폼에 대한 서비스의 목표와범위를 정의하고 이를 구축하기 위한 일정과 비용을 계획하는 능력이다.,정보통신,정보기술,인공지능,인공지능플랫폼구축,기능점수 분석 방법 | 범위관리 절차에 대한 개념 | 비용효과 분석 방법론,네트워크형 다이어그램 작성 능력 | 범위 기술서 작성 능력 | 범위 기준선 설정 능력,명세화 표준을 해석하여 표현하려는 적극적인 노력 | 비용요소를 정확히 파악하려는 의지 | 사업의 목적을 확실히 파악하려는 노력,인공지능
